日期,上海,云南,内蒙古,北京,吉林,四川,天津,宁夏,安徽,山东,山西,广东,广西,新疆,武汉,江苏,江西,河北,河南,浙江,海南,温州,湖北,湖南,甘肃,福建,西藏,贵州,辽宁,重庆,陕西,青海,黑龙江
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-17,0.22734063936,0.1388578464,0.047802182400000004,0.27527724288000005,0.056943453600000006,0.4636746374399999,0.03980873952,0.014164761599999999,0.96847084944,0.3178591632000001,0.14731808256,1.1698253928,0.24936884208,0.0388364544,9.7987627152,0.5077167868799998,1.4713646112,0.28843660656000003,3.03766905024,0.4001655571200001,0.09831360096000001,0.10510877519999999,1.20481877952,2.7466972992000005,0.0854687376,0.39637627344,0.00501808608,0.17140978944000002,0.10047180384000001,1.3278474244799998,0.5335632,0.011325277439999998,0.0850546008
2020-01-18,1.1068366176000004,0.7354951858800001,0.19670139467999997,1.1796836436,0.27439824384,3.0296412342,0.23697787680000001,0.11545748424,5.700957292799999,1.8014948078400002,0.85202538876,6.032501652240001,1.0562816048399999,0.3297579012000001,47.990337494399995,2.8187306380800004,7.757337425040001,1.5727425588000001,16.600332520800002,2.3523510024,0.5297109955200001,0.6058212199199999,0.0,16.64780205564,0.45609430104000004,2.1373051392,0.025667069400000013,0.7263630612,0.559855233,8.935965359999999,3.3014325254399997,0.07048175148000002,0.46101291264000005
2020-01-19,3.6843227136000003,2.924024832,0.8715651839999999,4.05312336,1.1200628160000003,13.119284620799998,0.8610323328,0.48504044160000004,20.500159103999998,6.5848064831999995,3.4131373056,25.554915503999997,5.442426288000001,0.8358912287999999,183.8604531456,10.568913696,31.26911636160001,5.855523696000002,67.2702529824,8.918091187200002,2.3453403552000003,2.2895221536,0.0,61.28828193599999,2.1874188672,8.332052428799999,0.06885648,3.5887935168,2.22691032,32.396290848000014,13.0028740128,0.23391763200000001,1.9232419680000001
2020-01-20,7.037614251360003,7.4670378379199995,1.9056048076799998,7.274470919760001,2.14529278896,29.610497810160005,1.521957843,0.7928408563199999,49.11827254812,13.321707593040001,8.11228214016,54.74495752272001,13.65438939984,1.936951704,361.6783858396801,24.127709760000002,68.531506056,14.059900956960002,154.17241660476,24.49857817440001,5.304431107800003,5.99424849504,0.0,135.11286830087997,5.181617952000001,16.61966620992,0.16266263831999997,10.504507022280002,4.430594661120001,70.69090606740002,26.49658673880001,0.46833251976,3.5603845941600003
2020-01-21,11.134276903080004,11.20474381212,3.38934302424,11.666104185599998,3.8785157683199993,51.52611854592001,2.34955879632,1.3105424970000001,88.87294447740003,27.389897092080012,12.785479204680001,102.38036560127998,21.520484507519992,3.004938,535.5528343308,44.944773082560005,115.24535546543999,19.887013566000004,284.53026349439995,38.40331093704,9.058390794720001,10.42293239856,0.0,240.19922340072,7.035036196319999,28.260217655999995,0.22687281899999995,12.044736019080004,7.3595123694,123.84582635520002,46.3467614076,0.7072065935999999,5.748840374759999
2020-01-22,25.59733302672,34.81343792999999,14.744713820760003,21.64010697288,12.4498234764,147.562769952,12.127387683600002,2.83922346312,203.78053954944008,77.16270802176,40.055867367480005,159.09349706855997,202.27776790104,5.622246346320001,574.9464885407999,112.55203580543998,266.88652980408006,128.6626562388,488.21836783968,67.98340379016,25.743816721800002,20.749585546800002,76.17834192672001,521.73325649556,19.640218553999997,76.46522706576003,0.4754865855600001,47.00250229248,23.855890957920003,195.31679724288,79.69139911836,1.8602291131199997,19.080557947800003
2020-01-23,36.9327012264,46.85607508032,19.8603019044,29.04777711792,18.645034491,172.57650001992002,17.18892127908,2.9692303326000005,261.00560916072,101.19692202192002,54.99861437520001,200.01609260136007,229.58255937527997,7.42208868612,477.66754545479995,157.58182358820002,304.6638411316801,183.73715066880004,555.6265243329599,91.35448538328004,32.05679405760001,27.559636894799997,87.75791239968001,588.5642469186,24.120890473680003,97.79840309087999,1.0265386348800003,63.14218308936,29.910620698200006,239.92172376084005,93.38534071452,2.21158159488,26.011356109199994
