日期,省,比例,规模,规模/人口
2020-01-01,浙江,0.5384,0.5042234447999999,0.8788974111905176
2020-01-01,福建,0.1209,0.11322550979999998,0.28730147120020294
2020-01-01,江苏,0.0512,0.0479499264,0.05971868830408628
2020-01-01,上海,0.0473,0.0442974906,0.18276201057851785
2020-01-01,江西,0.0369,0.0345576618,0.07476614915298241
2020-01-01,广东,0.033,0.030905226,0.027238873611845585
2020-01-01,安徽,0.0275,0.025754355,0.04072736257827819
2020-01-01,湖北,0.016,0.014984352,0.02532423863444313
2020-01-01,河南,0.015,0.014047829999999999,0.014625538781884434
2020-01-01,山东,0.0136,0.012736699199999998,0.012676813930990002
2020-01-01,贵州,0.0121,0.0113319162,0.03165339720670391
2020-01-01,北京,0.0098,0.0091779156,0.04228090293453724
2020-01-01,湖南,0.0098,0.0091779156,0.013378495670680154
2020-01-01,四川,0.0083,0.0077731326,0.009319185469368182
2020-01-01,河北,0.008199999999999999,0.007679480399999999,0.010163016820401518
2020-01-01,重庆,0.0074,0.0069302628,0.02273387547032407
2020-01-01,陕西,0.006500000000000001,0.006087393,0.015871433264501595
2020-01-01,云南,0.0061,0.0057127842,0.011900394125611917
2020-01-01,辽宁,0.0053,0.0049635666,0.01138615511664717
2020-01-01,广西,0.0044,0.0041206968,0.008435407983623338
2020-01-01,天津,0.0036,0.0033714791999999998,0.021617589125416774
2020-01-01,山西,0.0032,0.0029968704,0.008094508622901671
2020-01-01,黑龙江,0.0023,0.0021540006,0.005685329004671787
2020-01-01,海南,0.0021,0.0019666961999999996,0.021244125907362594
2020-01-01,新疆,0.0021,0.0019666961999999996,0.008044833044950852
2020-01-01,吉林,0.0019,0.0017793918,0.006548068579503428
2020-01-01,甘肃,0.0017,0.0015920873999999998,0.006063454836977426
2020-01-01,内蒙古,0.0016,0.0014984352,0.005913319652722968
2020-01-01,宁夏,0.0006,0.0005619131999999999,0.008241734258349342
2020-01-01,青海,0.0003,0.00028095659999999995,0.004695287275644239
2020-01-01,西藏,0.0002,0.0001873044,0.005555521281328786
2020-01-02,浙江,0.4541,0.44325373068,0.7726228528499216
2020-01-02,福建,0.0982,0.09585447336,0.24322373346866277
2020-01-02,江苏,0.0708,0.06910892784,0.0860709250370518
2020-01-02,上海,0.0559,0.05456481732,0.2251228136216983
2020-01-02,广东,0.0417,0.04070398716,0.03587518699101005
2020-01-02,江西,0.0412,0.040215929760000005,0.08700791795936913
2020-01-02,安徽,0.0347,0.033871183560000004,0.05356313422733886
2020-01-02,湖北,0.024,0.023426755200000003,0.03959228527970256
2020-01-02,河南,0.0235,0.0229386978,0.02388203831337845
2020-01-02,山东,0.0211,0.02059602228,0.020499184134150274
2020-01-02,贵州,0.016,0.015617836800000002,0.043625242458100566
2020-01-02,河北,0.0137,0.013372772760000002,0.017697514339028362
2020-01-02,湖南,0.013500000000000002,0.013177549800000002,0.019208696247922805
2020-01-02,北京,0.0117,0.011420543160000001,0.052612259455475194
2020-01-02,四川,0.0096,0.00937070208,0.011234506749790193
2020-01-02,陕西,0.0093,0.009077867639999999,0.02366838652149427
2020-01-02,辽宁,0.0073,0.007125638040000001,0.016345830844401627
2020-01-02,云南,0.0071,0.006930415080000001,0.014436860910321845
2020-01-02,山西,0.0064,0.00624713472,0.016873430983024296
2020-01-02,重庆,0.0062,0.0060519117600000005,0.01985255282227245
2020-01-02,广西,0.005600000000000001,0.005466242880000001,0.01118985236438076
2020-01-02,黑龙江,0.0044,0.00429490512,0.011336091852086469
2020-01-02,新疆,0.0037,0.0036116247600000003,0.014773465375694881
2020-01-02,甘肃,0.0036,0.00351401328,0.01338309744792837
2020-01-02,吉林,0.0035,0.0034164018,0.012572179596162551
2020-01-02,天津,0.0035,0.0034164018,0.021905628366247758
2020-01-02,海南,0.0027,0.0026355099600000004,0.028468609142758384
2020-01-02,内蒙古,0.0022,0.00214745256,0.008474556274664561
2020-01-02,宁夏,0.0015,0.0014641722000000002,0.02147541325041435
2020-01-02,青海,0.0008,0.00078089184,0.013050099268023665
2020-01-02,西藏,0.0002,0.00019522296,0.005790388847693905
2020-01-03,浙江,0.5029,0.64374177168,1.1220878014293185
2020-01-03,福建,0.1031,0.13197410352,0.33487466003552396
2020-01-03,江苏,0.0634,0.08115575327999999,0.1010745062209657
2020-01-03,上海,0.0518,0.06630706656,0.2735688328148594
2020-01-03,江西,0.0367,0.04697817264,0.10163815720127216
2020-01-03,广东,0.0361,0.04621013712,0.0407281307244844
2020-01-03,安徽,0.0282,0.03609766944,0.05708404933898412
2020-01-03,湖北,0.0217,0.02777728464,0.04694487855332094
2020-01-03,山东,0.0193,0.02470514256,0.0245889841986456
2020-01-03,河南,0.0191,0.024449130719999997,0.025454586902654862
2020-01-03,贵州,0.0125,0.01600074,0.04469480446927374
2020-01-03,河北,0.0125,0.01600074,0.021175363603880205
2020-01-03,湖南,0.0117,0.01497669264,0.02183127698900907
2020-01-03,四川,0.0103,0.01318460976,0.015806989281860688
2020-01-03,北京,0.0086,0.01100850912,0.05071409738793937
2020-01-03,陕西,0.0071,0.00908842032,0.023695900131406045
2020-01-03,重庆,0.006999999999999999,0.008960414399999998,0.029393538313164477
2020-01-03,辽宁,0.0068000000000000005,0.00870440256,0.019967431835386414
2020-01-03,云南,0.0062,0.00793636704,0.01653237587751276
2020-01-03,广西,0.0048,0.006144284159999999,0.012577859078812691
2020-01-03,天津,0.0046,0.0058882723199999995,0.03775501615798923
2020-01-03,山西,0.0044,0.00563226048,0.015212663524518211
2020-01-03,新疆,0.0043,0.00550425456,0.022515327467510952
2020-01-03,黑龙江,0.0033,0.0042241953599999995,0.01114945854778684
2020-01-03,甘肃,0.003,0.0038401776,0.014625292206679337
2020-01-03,吉林,0.0028000000000000004,0.0035841657600000003,0.01318954217771939
2020-01-03,内蒙古,0.0022,0.00281613024,0.011113379005524861
2020-01-03,海南,0.0013,0.0016640769599999999,0.01797525233321811
2020-01-03,宁夏,0.0009,0.0011520532799999999,0.01689747986916792
2020-01-03,青海,0.0008,0.00102404736,0.017113662889802466
2020-01-03,西藏,0.0003,0.00038401775999999995,0.011390115972119233
2020-01-04,浙江,0.5157,0.7896355081200002,1.3763909850444487
2020-01-04,福建,0.1064,0.16291878624,0.413394534991119
2020-01-04,江苏,0.0571,0.08743104036,0.10888999085848082
2020-01-04,上海,0.0437,0.06691307292000001,0.2760690859731494
2020-01-04,广东,0.0344,0.052672991040000006,0.04642428260179799
2020-01-04,江西,0.0338,0.05175427608,0.1119713465307977
2020-01-04,安徽,0.0277,0.04241400732,0.06707256518438864
2020-01-04,湖北,0.0216,0.03307373856,0.05589612736183877
2020-01-04,河南,0.0209,0.03200190444,0.03331796401874024
2020-01-04,山东,0.0169,0.02587713804,0.02575546920348275
2020-01-04,湖南,0.0118,0.01806806088,0.026337513308649897
2020-01-04,河北,0.0116,0.01776182256,0.02350597853446793
2020-01-04,贵州,0.0115,0.0176087034,0.04918632234636872
2020-01-04,四川,0.0101,0.01546503516,0.01854098448627263
2020-01-04,北京,0.0089,0.01362760524,0.0627797726079145
2020-01-04,云南,0.0079,0.012096413640000001,0.025198236933652748
2020-01-04,陕西,0.0074,0.011330817840000002,0.02954241974845129
2020-01-04,辽宁,0.006999999999999999,0.0107183412,0.024587298878260274
2020-01-04,山西,0.006999999999999999,0.0107183412,0.02895010250246465
2020-01-04,重庆,0.0068000000000000005,0.010412102880000001,0.03415562397693239
2020-01-04,广西,0.0052,0.00796219632,0.016299275987717503
2020-01-04,新疆,0.0042,0.00643100472,0.02630622832529544
2020-01-04,黑龙江,0.0035,0.0053591706,0.014145143716842189
2020-01-04,天津,0.0034,0.00520605144,0.03338068376506797
2020-01-04,海南,0.0029,0.00444045564,0.04796551633252679
2020-01-04,吉林,0.0027,0.00413421732,0.015213703094467936
2020-01-04,甘肃,0.0027,0.00413421732,0.015745140628629972
2020-01-04,内蒙古,0.0019,0.0029092640400000002,0.011480915706393055
2020-01-04,宁夏,0.0013,0.00199054908,0.029195926604966338
2020-01-04,青海,0.0009,0.0013780724400000001,0.023030055148902037
2020-01-04,西藏,0.0004,0.0006124766400000001,0.018166295120866083
2020-01-05,浙江,0.5109,0.7327421805600001,1.277221859090117
2020-01-05,福建,0.1067,0.15303110328,0.3883052607967521
2020-01-05,江苏,0.0636,0.09121629024000001,0.11360428709850175
2020-01-05,上海,0.0466,0.06683457744,0.27574523034268783
2020-01-05,广东,0.0382,0.05478714288,0.048287628133262823
2020-01-05,江西,0.0328,0.047042363520000005,0.10177703537353153
2020-01-05,安徽,0.0274,0.03929758416,0.0621443231070909
2020-01-05,湖北,0.021,0.0301185864,0.05090178536420484
2020-01-05,山东,0.0191,0.02739357144,0.027264772653982586
2020-01-05,河南,0.0184,0.02638961856,0.027474876168662156
2020-01-05,湖南,0.0116,0.016636933439999998,0.024251382525290806
2020-01-05,北京,0.0102,0.014629027680000002,0.06739313438061455
2020-01-05,四川,0.0096,0.013768496639999999,0.016507009519242298
2020-01-05,贵州,0.0092,0.01319480928,0.03685700916201118
2020-01-05,河北,0.0091,0.013051387440000001,0.017272193322128555
2020-01-05,云南,0.0088,0.01262112192,0.02629126532652849
2020-01-05,陕西,0.0077,0.01104348168,0.028793258869908016
2020-01-05,重庆,0.0067,0.00960926328,0.031522007328362474
2020-01-05,辽宁,0.0063,0.00903557592,0.020727125731195378
2020-01-05,广西,0.0063,0.00903557592,0.01849657301944729
2020-01-05,天津,0.0045000000000000005,0.006453982800000001,0.04138229546037446
2020-01-05,新疆,0.0039,0.00559345176,0.02288019143688105
2020-01-05,山西,0.0033,0.0047329207199999996,0.012783558334571286
2020-01-05,吉林,0.0031,0.0044460770399999995,0.016361330521853366
2020-01-05,黑龙江,0.003,0.0043026552,0.011356547628474148
2020-01-05,甘肃,0.0026,0.00372896784,0.014201750536045488
2020-01-05,内蒙古,0.0023,0.00329870232,0.013017767640094711
2020-01-05,海南,0.0017,0.00243817128,0.026336969408918078
2020-01-05,宁夏,0.0016,0.00229474944,0.033657716305607294
2020-01-05,青海,0.0006,0.0008605310399999999,0.014381012734382833
2020-01-05,西藏,0.0003,0.00043026551999999997,0.012761842503336791
2020-01-06,浙江,0.5129,0.7508326687200001,1.308754869653129
2020-01-06,福建,0.0988,0.14463300384,0.3669956961177366
2020-01-06,江苏,0.064,0.09368939520000001,0.11668438743103385
2020-01-06,上海,0.0528,0.07729375104000001,0.3188975527481867
2020-01-06,广东,0.035,0.05123638800000001,0.04515810682178742
2020-01-06,江西,0.033,0.04830859440000001,0.10451654962030248
2020-01-06,安徽,0.0279,0.04084272072,0.06458776760073376
2020-01-06,湖北,0.0216,0.031620170880000006,0.05343953165455469
2020-01-06,山东,0.018000000000000002,0.026350142400000005,0.02622624959690423
2020-01-06,河南,0.015700000000000002,0.022983179760000003,0.023928349567933372
2020-01-06,河北,0.0127,0.01859148936,0.0246039587628866
2020-01-06,湖南,0.0123,0.01800593064,0.026246947086090787
2020-01-06,北京,0.0119,0.017420371920000004,0.08025232376652694
2020-01-06,四川,0.0096,0.01405340928,0.016848590432801822
2020-01-06,贵州,0.009000000000000001,0.013175071200000003,0.036801874860335204
2020-01-06,云南,0.008100000000000001,0.011857564080000002,0.02470068551192585
2020-01-06,陕西,0.0075,0.010979226,0.028625727426318755
2020-01-06,辽宁,0.0075,0.010979226,0.02518575459362742
2020-01-06,重庆,0.0058,0.00849060144,0.02785237463218772
2020-01-06,广西,0.005600000000000001,0.008197822080000002,0.016781621453428867
2020-01-06,山西,0.0044,0.006441145920000001,0.01739745275298122
2020-01-06,新疆,0.004,0.005855587200000001,0.02395246474984354
2020-01-06,天津,0.004,0.005855587200000001,0.03754544242113363
2020-01-06,吉林,0.0036,0.00527002848,0.01939342864397611
2020-01-06,甘肃,0.0028000000000000004,0.004098911040000001,0.015610676883585776
2020-01-06,黑龙江,0.0023,0.0033669626400000003,0.00888685469950115
2020-01-06,海南,0.0021,0.00307418328,0.03320713014172139
2020-01-06,内蒙古,0.0021,0.00307418328,0.012131741436464089
2020-01-06,宁夏,0.0014000000000000002,0.0020494555200000005,0.030059923436835393
2020-01-06,青海,0.0006,0.00087833808,0.014678600220595608
2020-01-06,西藏,0.0003,0.00043916904,0.013025924366009195
2020-01-07,浙江,0.513,0.8151867540000001,1.4209286282028937
2020-01-07,福建,0.0957,0.1520728506,0.38587376452676986
2020-01-07,江苏,0.0599,0.09518457420000001,0.11854654104342845
2020-01-07,上海,0.0538,0.0854913204,0.3527189777950143
2020-01-07,广东,0.04190000000000002,0.06658153020000003,0.05868282231623482
2020-01-07,江西,0.0318,0.050532044400000004,0.10932702537807491
2020-01-07,安徽,0.0267,0.042427848600000005,0.06709445347586818
2020-01-07,湖北,0.0215,0.034164747,0.05773998140949806
2020-01-07,河南,0.017,0.027013986000000004,0.028124920353982303
2020-01-07,山东,0.0155,0.024630399,0.02451459206707514
2020-01-07,湖南,0.0134,0.0212933772,0.03103900352759395
2020-01-07,贵州,0.011200000000000002,0.017797449600000004,0.0497135463687151
2020-01-07,北京,0.011000000000000001,0.017479638000000002,0.08052535126917584
2020-01-07,河北,0.0108,0.017161826400000003,0.0227119442054974
2020-01-07,云南,0.0103,0.0163672974,0.03409498468909489
2020-01-07,四川,0.0084,0.013348087199999999,0.016002981896655076
2020-01-07,陕西,0.0077,0.012235746600000002,0.031901806833114325
2020-01-07,辽宁,0.006500000000000001,0.010328877000000002,0.02369388892712133
2020-01-07,重庆,0.0062,0.0098521596,0.03231879885711662
2020-01-07,山西,0.0052,0.0082631016,0.022318531743352195
2020-01-07,广西,0.005,0.00794529,0.016264667349027637
2020-01-07,新疆,0.0045000000000000005,0.007150761000000001,0.029250414166329203
2020-01-07,天津,0.0041,0.006515137800000001,0.041774415234675566
2020-01-07,甘肃,0.0032,0.0050849856,0.01936613563569473
2020-01-07,黑龙江,0.0029,0.0046082682,0.01216319106817642
2020-01-07,吉林,0.0027,0.004290456600000001,0.015788655457546288
2020-01-07,海南,0.0026,0.0041315508,0.04462874611130314
2020-01-07,内蒙古,0.0025,0.003972645,0.01567736779794791
2020-01-07,宁夏,0.0014000000000000002,0.0022246812000000006,0.03263000630692736
2020-01-07,青海,0.0011,0.0017479638000000002,0.02921160132357365
2020-01-07,西藏,0.0001,0.0001589058,0.004713207771021801
2020-01-08,浙江,0.5255,0.9329676551999998,1.6262291357852534
2020-01-08,福建,0.0883,0.15676697232,0.3977847559502664
2020-01-08,江苏,0.0591,0.10492557263999999,0.13067835631997807
2020-01-08,上海,0.04769999999999999,0.08468612207999998,0.34939690103887305
2020-01-08,广东,0.0429,0.07616424815999999,0.06712872215758857
2020-01-08,江西,0.0273,0.04846815792,0.1048617682871422
2020-01-08,安徽,0.0251,0.044562299039999996,0.07046982579543297
2020-01-08,湖北,0.0222,0.039413666879999996,0.06661089552137907
2020-01-08,山东,0.0169,0.030004097759999994,0.02986302483069977
2020-01-08,河南,0.0168,0.029826558719999997,0.03105315847995835
2020-01-08,贵州,0.0118,0.020949606719999996,0.05851845452513966
2020-01-08,河北,0.0118,0.020949606719999996,0.027724688961528784
2020-01-08,湖南,0.0118,0.020949606719999996,0.030537894988484297
2020-01-08,北京,0.0117,0.02077206768,0.09569294550145113
2020-01-08,四川,0.0103,0.01828652112,0.021923655580865606
2020-01-08,辽宁,0.0079,0.01402558416,0.03217393654944601
2020-01-08,云南,0.0077,0.013670506079999999,0.028477254619310485
2020-01-08,陕西,0.0072,0.012782810879999999,0.033328147174770034
2020-01-08,广西,0.0066,0.01171757664,0.023986850849539405
2020-01-08,重庆,0.0066,0.01171757664,0.038438070219752464
2020-01-08,天津,0.0052,0.009232030079999998,0.059194858168761216
2020-01-08,山西,0.0048,0.008521873919999999,0.02301747247018785
2020-01-08,新疆,0.0045000000000000005,0.0079892568,0.03268030777160108
2020-01-08,吉林,0.0038,0.006746483519999999,0.024826705821309098
2020-01-08,黑龙江,0.0034,0.006036327359999999,0.01593245007522369
2020-01-08,海南,0.0029,0.005148632159999999,0.05561519357068785
2020-01-08,甘肃,0.0029,0.005148632159999999,0.019608533158650417
2020-01-08,内蒙古,0.0017,0.0030181636799999994,0.011910669613259666
2020-01-08,宁夏,0.0016,0.00284062464,0.041664216840962755
2020-01-08,青海,0.0008,0.00142031232,0.02373595908954176
2020-01-08,西藏,0.0003,0.0005326171199999999,0.015797630728162537
2020-01-09,浙江,0.5074000000000001,0.9864020397600002,1.71936907749695
2020-01-09,福建,0.087,0.1691308188,0.4291571144379599
2020-01-09,江苏,0.0572,0.11119865328,0.13849109297199008
2020-01-09,上海,0.0512,0.09953445888000001,0.4106579758889008
2020-01-09,广东,0.0504,0.09797923296,0.08635574912744579
2020-01-09,江西,0.0267,0.05190566508,0.11229887947037062
2020-01-09,安徽,0.0239,0.04646237436,0.0734745625276741
2020-01-09,湖北,0.0231,0.044907148439999996,0.07589513003211086
2020-01-09,山东,0.0186,0.03615900264,0.03598899064817801
2020-01-09,河南,0.018000000000000002,0.0349925832,0.036431632691306615
2020-01-09,河北,0.0127,0.024689211479999997,0.03267367822876275
2020-01-09,贵州,0.0123,0.02391159852,0.06679217463687151
2020-01-09,湖南,0.0118,0.02293958232,0.03343864948543774
2020-01-09,北京,0.0118,0.02293958232,0.1056782711567697
2020-01-09,云南,0.0116,0.02255077584,0.04697588967815852
2020-01-09,四川,0.0089,0.01730188836,0.020743182304280062
2020-01-09,陕西,0.008,0.0155522592,0.040548826731743946
2020-01-09,山西,0.0074,0.014385839760000001,0.0388559692087458
2020-01-09,辽宁,0.0071,0.013802630040000001,0.0316624917762026
2020-01-09,重庆,0.0068000000000000005,0.013219420320000001,0.04336468385365582
2020-01-09,新疆,0.0055000000000000005,0.010692178200000001,0.04373669329602769
2020-01-09,广西,0.0052,0.01010896848,0.020693896581371544
