日期,省,比例
2020-01-06,吉林,0.0029
2020-01-06,天津,0.0027
2020-01-06,内蒙古,0.0016
2020-01-06,新疆,0.0016
2020-01-06,宁夏,0.0009
2020-01-06,青海,0.0005
2020-01-06,西藏,0.0001
2020-01-07,湖南,0.1753
2020-01-07,广西,0.1527
2020-01-07,湖北,0.0924
2020-01-07,江西,0.07519999999999999
2020-01-07,四川,0.0729
2020-01-07,河南,0.0577
2020-01-07,贵州,0.0573
2020-01-07,重庆,0.0365
2020-01-07,福建,0.0322
2020-01-07,云南,0.032
2020-01-07,浙江,0.0193
2020-01-07,江苏,0.0175
2020-01-07,安徽,0.017
2020-01-07,北京,0.016
2020-01-07,上海,0.0138
2020-01-07,陕西,0.013
2020-01-07,海南,0.0119
2020-01-07,山东,0.0113
2020-01-07,河北,0.0073
2020-01-07,辽宁,0.0051
2020-01-07,黑龙江,0.0045000000000000005
2020-01-07,山西,0.0045000000000000005
2020-01-07,甘肃,0.0042
2020-01-07,吉林,0.0033
2020-01-07,天津,0.003
2020-01-07,内蒙古,0.0019
2020-01-07,新疆,0.0018
2020-01-07,宁夏,0.0008
2020-01-07,青海,0.0005
2020-01-07,西藏,0.0001
2020-01-08,湖南,0.1795
2020-01-08,广西,0.1577
2020-01-08,湖北,0.0917
2020-01-08,江西,0.0775
2020-01-08,四川,0.077
2020-01-08,贵州,0.0603
2020-01-08,河南,0.0566
2020-01-08,重庆,0.039
2020-01-08,福建,0.0303
2020-01-08,云南,0.0303
2020-01-08,浙江,0.0175
2020-01-08,安徽,0.0169
2020-01-08,江苏,0.016
2020-01-08,北京,0.0155
2020-01-08,上海,0.013
2020-01-08,陕西,0.0124
2020-01-08,海南,0.0109
2020-01-08,山东,0.0106
2020-01-08,河北,0.0069
2020-01-08,辽宁,0.0048
2020-01-08,黑龙江,0.0042
2020-01-08,山西,0.0041
2020-01-08,甘肃,0.0037
2020-01-08,吉林,0.0031
2020-01-08,天津,0.0028000000000000004
2020-01-08,新疆,0.0018
2020-01-08,内蒙古,0.0017
2020-01-08,宁夏,0.0009
2020-01-08,青海,0.0004
2020-01-08,西藏,0.0001
2020-01-09,湖南,0.1899
2020-01-09,广西,0.1594
2020-01-09,湖北,0.0929
2020-01-09,四川,0.08710000000000001
2020-01-09,江西,0.08539999999999999
2020-01-09,河南,0.0611
2020-01-09,贵州,0.0595
2020-01-09,重庆,0.041
2020-01-09,云南,0.028
2020-01-09,福建,0.0275
2020-01-09,安徽,0.0172
2020-01-09,浙江,0.0146
2020-01-09,江苏,0.0134
2020-01-09,陕西,0.0123
2020-01-09,北京,0.0113
2020-01-09,上海,0.0103
2020-01-09,山东,0.009000000000000001
2020-01-09,海南,0.0089
2020-01-09,河北,0.0062
2020-01-09,辽宁,0.0043
2020-01-09,黑龙江,0.0037
2020-01-09,甘肃,0.0036
2020-01-09,山西,0.0035
2020-01-09,吉林,0.0027
2020-01-09,天津,0.0021
2020-01-09,内蒙古,0.0014000000000000002
2020-01-09,新疆,0.0014000000000000002
2020-01-09,宁夏,0.0006
2020-01-09,青海,0.0003
2020-01-10,湖南,0.1879
2020-01-10,广西,0.182
2020-01-10,江西,0.0876
2020-01-10,湖北,0.08460000000000001
2020-01-10,四川,0.0646
2020-01-10,贵州,0.0606
2020-01-10,河南,0.0506
2020-01-10,重庆,0.0385
2020-01-10,福建,0.0316
2020-01-10,云南,0.028
2020-01-10,浙江,0.0159
2020-01-10,安徽,0.0156
2020-01-10,江苏,0.0144
2020-01-10,北京,0.013
2020-01-10,上海,0.0119
2020-01-10,陕西,0.0113
2020-01-10,海南,0.0109
2020-01-10,山东,0.0094
2020-01-10,河北,0.0063
2020-01-10,辽宁,0.0044
2020-01-10,黑龙江,0.0037
2020-01-10,山西,0.0035
2020-01-10,甘肃,0.0033
2020-01-10,吉林,0.0028000000000000004
2020-01-10,天津,0.0024
2020-01-10,新疆,0.0017
2020-01-10,内蒙古,0.0015
2020-01-10,宁夏,0.0007000000000000001
2020-01-10,青海,0.0004
2020-01-10,西藏,0.0001
2020-01-11,广西,0.2091
