日期,省,比例
2020-01-06,新疆,0.0044
2020-01-06,贵州,0.0037
2020-01-06,内蒙古,0.0034
2020-01-06,海南,0.0032
2020-01-06,宁夏,0.0018
2020-01-06,青海,0.0013
2020-01-06,西藏,0.0002
2020-01-07,上海,0.2736
2020-01-07,安徽,0.1886
2020-01-07,浙江,0.13699999999999998
2020-01-07,山东,0.096
2020-01-07,河南,0.049400000000000006
2020-01-07,北京,0.03
2020-01-07,广东,0.0295
2020-01-07,河北,0.0215
2020-01-07,湖北,0.0209
2020-01-07,江西,0.0152
2020-01-07,陕西,0.013999999999999999
2020-01-07,福建,0.0133
2020-01-07,湖南,0.0119
2020-01-07,四川,0.0113
2020-01-07,辽宁,0.0108
2020-01-07,天津,0.0099
2020-01-07,山西,0.0079
2020-01-07,甘肃,0.0071
2020-01-07,重庆,0.006999999999999999
2020-01-07,吉林,0.0061
2020-01-07,云南,0.0053
2020-01-07,黑龙江,0.0052
2020-01-07,广西,0.0052
2020-01-07,新疆,0.004699999999999999
2020-01-07,贵州,0.0044
2020-01-07,内蒙古,0.0037
2020-01-07,海南,0.0034
2020-01-07,宁夏,0.0024
2020-01-07,青海,0.0014000000000000002
2020-01-07,西藏,0.0003
2020-01-08,上海,0.2469
2020-01-08,安徽,0.1868
2020-01-08,浙江,0.13390000000000002
2020-01-08,山东,0.1125
2020-01-08,河南,0.0558
2020-01-08,北京,0.0315
2020-01-08,广东,0.0288
2020-01-08,河北,0.0218
2020-01-08,湖北,0.0215
2020-01-08,江西,0.0152
2020-01-08,陕西,0.0152
2020-01-08,福建,0.0133
2020-01-08,辽宁,0.0121
2020-01-08,湖南,0.0116
2020-01-08,四川,0.011200000000000002
2020-01-08,天津,0.011000000000000001
2020-01-08,山西,0.0103
2020-01-08,甘肃,0.0079
2020-01-08,重庆,0.0073
2020-01-08,吉林,0.0061
2020-01-08,云南,0.0058
2020-01-08,广西,0.005699999999999999
2020-01-08,黑龙江,0.0052
2020-01-08,贵州,0.0043
2020-01-08,新疆,0.0041
2020-01-08,内蒙古,0.0035
2020-01-08,海南,0.0034
2020-01-08,宁夏,0.0022
2020-01-08,青海,0.0015
2020-01-08,西藏,0.0003
2020-01-09,上海,0.2588
2020-01-09,安徽,0.171
2020-01-09,浙江,0.1371
2020-01-09,山东,0.1107
2020-01-09,河南,0.0549
2020-01-09,北京,0.0319
2020-01-09,广东,0.0298
2020-01-09,河北,0.0227
2020-01-09,湖北,0.0216
2020-01-09,陕西,0.0158
2020-01-09,江西,0.0143
2020-01-09,福建,0.013000000000000001
2020-01-09,湖南,0.012
2020-01-09,辽宁,0.012
2020-01-09,四川,0.0116
2020-01-09,天津,0.0105
2020-01-09,山西,0.0101
2020-01-09,甘肃,0.0078
2020-01-09,重庆,0.0069
2020-01-09,吉林,0.0063
2020-01-09,云南,0.005600000000000001
2020-01-09,广西,0.0055000000000000005
2020-01-09,黑龙江,0.0054
2020-01-09,新疆,0.0049
2020-01-09,贵州,0.0048
2020-01-09,海南,0.0038
2020-01-09,内蒙古,0.0036
2020-01-09,宁夏,0.0024
2020-01-09,青海,0.0017
2020-01-09,西藏,0.0003
2020-01-10,上海,0.27690000000000003
2020-01-10,安徽,0.18170000000000008
2020-01-10,浙江,0.1351
2020-01-10,山东,0.1156
2020-01-10,河南,0.0543
2020-01-10,北京,0.0282
2020-01-10,广东,0.0243
2020-01-10,河北,0.0231
2020-01-10,湖北,0.0201
2020-01-10,江西,0.0136
2020-01-10,陕西,0.0128
2020-01-10,福建,0.0119
2020-01-10,辽宁,0.011200000000000002
2020-01-10,湖南,0.011000000000000001
2020-01-10,天津,0.0101
2020-01-10,四川,0.0098
2020-01-10,山西,0.0088
2020-01-10,甘肃,0.006500000000000001
2020-01-10,重庆,0.0063
2020-01-10,吉林,0.0049
2020-01-10,黑龙江,0.004699999999999999
2020-01-10,云南,0.0046
2020-01-10,广西,0.0045000000000000005
2020-01-10,贵州,0.0039
2020-01-10,内蒙古,0.0033
2020-01-10,新疆,0.0033
2020-01-10,海南,0.0031
2020-01-10,宁夏,0.0021
2020-01-10,青海,0.0012
2020-01-10,西藏,0.0002
2020-01-11,上海,0.3402000000000001
2020-01-11,安徽,0.1686
2020-01-11,浙江,0.1369
2020-01-11,山东,0.1022
2020-01-11,河南,0.048
2020-01-11,北京,0.0281
2020-01-11,广东,0.0215
